-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2004 through 01/01/2025 in LST
Location: latitude  13.3959   longitude 79.9808 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 69.26 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
T2M_MAX               MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN               MERRA-2 Temperature at 2 Meters Minimum (C) 
IMERG_PRECTOT         MERRA-2 Total Precipitation (mm/day) 
WS10M                 MERRA-2 Wind Speed at 10 Meters (m/s) 
Message(s): 
The IMERG Source Data is not available at the Local Solar Time (LST) standard. 
-END HEADER-
YEAR,MO,DY,ALLSKY_SFC_SW_DWN,T2M,T2M_MAX,T2M_MIN,IMERG_PRECTOT,WS10M
2004,3,23,6.7116,29.73,37.83,23.83,-999.0,4.65
2004,3,24,6.6122,29.54,36.77,24.31,-999.0,4.2
2004,3,25,6.6192,29.69,37.4,24.33,-999.0,4.56
2004,3,26,6.6418,28.67,35.24,23.92,-999.0,4.25
2004,3,27,6.0382,28.92,33.89,25.4,-999.0,4.42
2004,3,28,5.879,29.76,35.32,25.63,-999.0,4.31
2004,3,29,6.2578,30.54,36.82,25.92,-999.0,4.6
2004,3,30,5.3782,30.81,36.46,26.48,-999.0,5.33
2004,3,31,5.5846,30.56,35.96,26.69,-999.0,5.51
2004,4,1,4.9445,30.4,35.54,26.84,-999.0,3.94
2004,4,2,5.5332,29.77,33.58,26.76,-999.0,3.83
2004,4,3,5.6484,29.71,34.5,26.19,-999.0,4.01
2004,4,4,5.8543,30.18,35.37,26.34,-999.0,4.36
2004,4,5,6.1294,30.4,35.41,26.1,-999.0,3.94
2004,4,6,4.2614,30.2,33.8,27.13,-999.0,4.5
2004,4,7,7.0109,29.9,34.32,26.26,-999.0,4.8
2004,4,8,6.5705,31.15,37.67,25.98,-999.0,5.01
2004,4,9,6.9175,31.34,36.88,27.68,-999.0,5.08
2004,4,10,7.038,31.1,37.07,27.38,-999.0,5.32
2004,4,11,7.4628,30.66,37.03,25.49,-999.0,4.5
2004,4,12,7.5458,31.1,38.24,25.27,-999.0,4.34
2004,4,13,7.4746,31.8,39.11,26.15,-999.0,5.08
2004,4,14,7.3642,32.82,40.5,26.44,-999.0,5.0
2004,4,15,6.8484,33.42,40.86,27.19,-999.0,5.71
2004,4,16,6.3955,33.94,41.04,28.48,-999.0,5.95
2004,4,17,7.2194,33.79,40.93,28.9,-999.0,5.47
2004,4,18,6.5318,33.99,41.37,28.26,-999.0,5.54
2004,4,19,6.9725,33.44,40.46,28.41,-999.0,5.82
2004,4,20,7.0378,31.71,37.84,27.39,-999.0,5.57
2004,4,21,6.863,31.37,37.69,26.46,-999.0,4.6
2004,4,22,6.9766,31.46,37.88,27.24,-999.0,6.06
2004,4,23,6.7603,31.56,37.9,26.55,-999.0,5.44
2004,4,24,5.9858,30.88,36.11,27.49,-999.0,5.86
2004,4,25,6.6276,30.57,35.62,27.34,-999.0,4.62
2004,4,26,6.8765,30.22,35.23,26.62,-999.0,3.78
2004,4,27,6.5246,30.66,36.37,26.33,-999.0,4.19
2004,4,28,6.5213,31.35,37.29,26.92,-999.0,5.45
2004,4,29,6.7553,31.27,36.94,27.16,-999.0,5.0
2004,4,30,6.929,30.66,35.25,27.25,-999.0,3.5
2004,5,1,6.3535,30.3,35.04,27.08,-999.0,3.1
2004,5,2,4.8031,28.44,31.57,26.38,-999.0,2.77
2004,5,3,2.1377,27.57,29.62,25.96,-999.0,6.3
2004,5,4,2.6714,27.52,28.32,26.67,-999.0,6.71
2004,5,5,3.3581,27.12,28.26,26.26,-999.0,6.18
2004,5,6,5.1326,27.75,29.42,26.54,-999.0,6.0
2004,5,7,4.6426,28.28,30.86,26.66,-999.0,5.43
2004,5,8,6.0787,28.29,30.96,26.36,-999.0,3.91
2004,5,9,6.4802,28.6,31.32,26.41,-999.0,2.31
2004,5,10,6.7718,28.23,30.76,26.28,-999.0,2.72
2004,5,11,6.8174,29.12,33.05,25.79,-999.0,3.36
2004,5,12,7.121,30.25,34.13,26.81,-999.0,3.65
2004,5,13,7.0836,29.83,31.6,27.97,-999.0,3.2
2004,5,14,3.8323,30.15,33.32,27.53,-999.0,3.21
2004,5,15,6.8614,29.81,33.48,26.22,-999.0,3.83
2004,5,16,5.7792,28.65,31.91,26.41,-999.0,3.34
2004,5,17,5.8102,28.18,31.47,26.03,-999.0,4.78
2004,5,18,5.7504,29.02,33.61,25.54,-999.0,5.52
2004,5,19,6.3958,29.56,34.27,25.88,-999.0,5.25
2004,5,20,6.7778,29.69,34.76,25.11,-999.0,4.69
2004,5,21,7.4722,30.35,35.83,25.11,-999.0,4.97
2004,5,22,7.1479,31.03,36.49,26.0,-999.0,3.94
2004,5,23,6.5182,30.46,35.0,26.66,-999.0,3.67
2004,5,24,6.3242,29.36,32.68,26.78,-999.0,2.61
2004,5,25,6.013,29.08,33.08,26.0,-999.0,3.61
2004,5,26,6.5033,28.83,32.27,26.11,-999.0,3.44
2004,5,27,5.4571,28.68,31.28,25.95,-999.0,2.45
2004,5,28,6.103,28.68,32.38,25.88,-999.0,3.19
2004,5,29,4.9274,28.67,32.18,25.53,-999.0,2.51
2004,5,30,5.1799,27.86,30.39,26.09,-999.0,2.3
2004,5,31,4.5137,27.65,30.0,25.61,-999.0,2.79
2004,6,1,6.4807,28.01,31.17,25.7,-999.0,3.34
2004,6,2,6.2112,28.87,32.28,25.79,-999.0,2.01
2004,6,3,6.5894,29.33,33.15,25.98,-999.0,3.01
2004,6,4,5.8978,28.45,30.92,26.22,-999.0,4.22
2004,6,5,4.5734,29.34,33.16,25.89,-999.0,3.36
2004,6,6,6.0871,28.49,31.58,26.08,-999.0,3.15
2004,6,7,5.8853,29.17,32.94,25.73,-999.0,3.46
2004,6,8,5.8812,29.47,34.06,25.95,-999.0,3.68
2004,6,9,5.4334,27.96,31.72,25.66,-999.0,3.86
2004,6,10,5.2526,27.44,30.71,24.88,-999.0,3.66
2004,6,11,3.3946,27.81,31.76,24.89,-999.0,3.04
2004,6,12,3.7392,29.33,34.34,25.55,-999.0,5.41
2004,6,13,4.8696,29.65,34.85,25.19,-999.0,6.48
2004,6,14,4.8667,29.41,34.39,25.35,-999.0,5.99
2004,6,15,6.1145,29.44,34.36,25.89,-999.0,7.08
2004,6,16,5.9856,29.41,33.98,25.65,-999.0,7.07
2004,6,17,6.5417,29.53,34.36,25.18,-999.0,6.06
2004,6,18,4.9798,29.27,34.22,25.33,-999.0,6.5
2004,6,19,6.042,29.82,35.94,24.35,-999.0,3.57
2004,6,20,6.4738,29.94,34.93,25.65,-999.0,4.23
2004,6,21,6.1308,29.57,33.6,25.59,-999.0,3.39
2004,6,22,6.4229,29.74,33.82,26.37,-999.0,4.01
2004,6,23,6.751,30.77,36.4,26.06,-999.0,3.57
2004,6,24,6.6979,30.69,36.47,25.87,-999.0,2.8
2004,6,25,6.7872,30.51,36.01,26.11,-999.0,4.32
2004,6,26,5.7677,30.36,35.25,25.65,-999.0,3.94
2004,6,27,6.0446,30.15,34.95,26.35,-999.0,4.63
2004,6,28,6.3847,30.51,35.45,26.47,-999.0,4.01
2004,6,29,6.0545,29.86,33.69,26.53,-999.0,4.35
2004,6,30,5.9851,29.77,34.53,25.98,-999.0,4.12
2004,7,1,6.5069,30.37,34.92,26.18,-999.0,5.8
2004,7,2,4.8854,29.17,33.24,26.02,-999.0,6.09
2004,7,3,4.2439,28.17,31.13,25.34,-999.0,4.03
2004,7,4,6.0149,29.25,33.54,25.46,-999.0,3.88
2004,7,5,5.0218,29.51,33.52,25.83,-999.0,3.28
2004,7,6,6.4522,27.94,31.53,25.55,-999.0,3.08
2004,7,7,6.5484,28.74,32.67,24.81,-999.0,2.91
2004,7,8,5.946,28.21,30.18,26.46,-999.0,2.44
2004,7,9,5.9278,28.76,32.06,25.57,-999.0,2.34
2004,7,10,5.0158,27.71,29.96,25.79,-999.0,2.52
2004,7,11,5.6278,28.22,31.86,25.25,-999.0,3.75
2004,7,12,2.6306,26.89,29.13,25.37,-999.0,4.71
2004,7,13,2.6321,27.23,31.45,24.14,-999.0,6.07
2004,7,14,3.9233,27.67,31.03,24.7,-999.0,5.84
2004,7,15,4.2475,28.37,33.24,24.77,-999.0,5.26
2004,7,16,6.2273,29.3,34.49,24.61,-999.0,3.81
2004,7,17,6.8021,30.11,35.54,25.62,-999.0,4.54
2004,7,18,6.51,29.35,33.0,26.67,-999.0,4.48
2004,7,19,6.9893,28.82,31.9,26.32,-999.0,3.36
2004,7,20,6.6043,29.15,33.06,25.66,-999.0,3.61
2004,7,21,5.8942,29.59,34.49,25.39,-999.0,4.23
2004,7,22,3.5904,27.14,30.44,24.94,-999.0,5.46
2004,7,23,3.6382,27.72,31.39,24.99,-999.0,5.59
2004,7,24,5.593,28.94,33.4,24.99,-999.0,5.07
2004,7,25,4.3416,29.7,34.92,25.54,-999.0,5.33
2004,7,26,5.3546,29.24,33.73,25.4,-999.0,5.1
2004,7,27,4.9142,28.42,32.3,25.56,-999.0,5.1
2004,7,28,5.6153,29.74,35.33,24.75,-999.0,4.95
2004,7,29,3.7788,28.78,32.46,25.09,-999.0,4.17
2004,7,30,5.6158,28.34,32.32,24.74,-999.0,4.1
2004,7,31,5.2094,28.65,32.46,25.02,-999.0,3.61
2004,8,1,3.942,29.21,33.97,25.15,-999.0,5.31
2004,8,2,3.1596,29.11,34.12,25.54,-999.0,6.19
2004,8,3,3.7111,28.31,31.59,25.42,-999.0,7.22
2004,8,4,4.3817,28.9,33.64,25.43,-999.0,7.02
2004,8,5,5.4377,29.0,33.75,24.96,-999.0,6.4
2004,8,6,6.145,29.71,34.53,25.27,-999.0,4.6
2004,8,7,4.344,29.55,34.3,25.54,-999.0,3.91
2004,8,8,5.2159,29.12,33.55,25.63,-999.0,4.06
2004,8,9,6.9854,30.01,35.85,24.99,-999.0,3.7
2004,8,10,6.5069,30.64,36.02,25.89,-999.0,4.24
2004,8,11,5.4271,29.7,34.26,25.75,-999.0,5.49
2004,8,12,5.1197,29.65,34.02,25.57,-999.0,5.51
2004,8,13,3.906,29.72,34.76,25.48,-999.0,5.69
2004,8,14,5.3743,29.37,33.81,25.28,-999.0,5.86
2004,8,15,5.6842,29.76,34.58,24.81,-999.0,5.16
2004,8,16,6.0646,30.03,34.72,25.94,-999.0,5.45
2004,8,17,6.8042,30.67,36.75,25.62,-999.0,4.31
2004,8,18,6.1356,30.47,35.35,25.8,-999.0,4.37
2004,8,19,5.2958,30.77,36.14,26.11,-999.0,5.8
2004,8,20,5.6414,30.19,35.36,25.62,-999.0,7.48
2004,8,21,4.7227,30.22,35.35,25.36,-999.0,6.39
2004,8,22,6.203,30.98,36.92,25.95,-999.0,5.52
2004,8,23,6.0648,30.91,36.27,26.25,-999.0,4.71
2004,8,24,6.6494,30.46,34.99,26.22,-999.0,4.33
2004,8,25,6.3715,30.88,36.1,26.07,-999.0,4.28
2004,8,26,6.6946,30.91,35.52,26.91,-999.0,4.3
2004,8,27,6.4385,30.27,34.35,26.38,-999.0,4.37
2004,8,28,6.1006,30.08,34.42,26.41,-999.0,4.05
2004,8,29,5.203,30.14,34.07,26.46,-999.0,4.37
2004,8,30,6.3816,30.37,34.84,26.43,-999.0,4.6
2004,8,31,6.2554,30.23,34.32,26.19,-999.0,4.37
2004,9,1,6.437,30.01,34.63,26.23,-999.0,4.37
2004,9,2,5.5613,29.79,33.95,26.59,-999.0,1.98
2004,9,3,5.3741,29.24,33.12,25.97,-999.0,3.33
2004,9,4,5.0575,27.76,30.11,26.1,-999.0,3.62
2004,9,5,3.6905,26.8,29.4,25.21,-999.0,4.13
2004,9,6,3.7337,27.27,29.9,24.89,-999.0,2.81
2004,9,7,3.1932,28.03,32.0,24.91,-999.0,3.35
2004,9,8,4.4539,27.74,31.12,25.53,-999.0,5.16
2004,9,9,5.0275,27.81,31.8,25.02,-999.0,4.49
2004,9,10,2.3784,26.34,30.37,23.31,-999.0,5.18
2004,9,11,4.1153,28.72,34.01,24.43,-999.0,4.83
2004,9,12,6.2801,28.77,33.05,24.8,-999.0,3.74
2004,9,13,5.8994,29.26,33.65,25.45,-999.0,3.35
2004,9,14,5.8531,29.13,33.13,25.89,-999.0,4.29
2004,9,15,4.9085,28.67,32.71,25.42,-999.0,4.19
2004,9,16,6.2232,29.0,33.48,24.76,-999.0,3.73
2004,9,17,5.8416,29.65,33.81,25.76,-999.0,3.03
2004,9,18,5.5898,29.55,33.9,25.96,-999.0,3.41
2004,9,19,4.7326,28.85,31.95,25.86,-999.0,2.53
2004,9,20,3.6211,27.78,30.44,25.38,-999.0,2.85
2004,9,21,4.4693,27.6,30.16,25.06,-999.0,2.03
2004,9,22,4.9987,27.68,30.81,26.14,-999.0,2.92
2004,9,23,4.885,26.93,29.55,25.43,-999.0,2.43
2004,9,24,2.2027,26.59,28.51,25.06,-999.0,1.94
2004,9,25,5.5718,27.11,29.09,25.65,-999.0,2.25
2004,9,26,5.3719,26.76,28.29,25.46,-999.0,2.39
2004,9,27,4.5602,26.87,28.49,25.64,-999.0,2.13
2004,9,28,3.8794,25.93,27.66,24.41,-999.0,2.46
2004,9,29,4.4069,26.55,29.07,24.43,-999.0,2.48
2004,9,30,6.145,27.23,30.63,24.65,-999.0,1.87
2004,10,1,5.7648,27.82,30.3,25.75,-999.0,1.23
2004,10,2,2.3114,26.51,29.17,24.82,-999.0,2.85
2004,10,3,2.6477,26.69,30.14,24.11,-999.0,3.53
2004,10,4,4.087,27.29,31.05,24.75,-999.0,4.23
2004,10,5,4.4002,28.35,32.36,24.78,-999.0,3.36
2004,10,6,5.7593,28.45,32.22,24.65,-999.0,3.06
2004,10,7,5.9676,28.78,33.02,25.32,-999.0,2.93
2004,10,8,5.983,28.12,31.92,24.64,-999.0,2.59
2004,10,9,6.2376,28.06,32.5,24.67,-999.0,2.83
2004,10,10,5.9914,28.13,32.09,24.6,-999.0,2.12
2004,10,11,5.3318,27.66,29.72,26.13,-999.0,1.36
2004,10,12,4.9973,27.59,31.0,25.44,-999.0,1.88
2004,10,13,4.6517,27.75,30.67,25.62,-999.0,1.85
2004,10,14,5.9546,27.84,31.46,25.23,-999.0,1.69
2004,10,15,5.2054,27.65,31.23,24.72,-999.0,2.23
2004,10,16,4.4146,27.32,30.19,25.29,-999.0,2.86
2004,10,17,4.5324,26.13,27.42,24.77,-999.0,3.76
2004,10,18,2.0849,26.01,27.68,24.45,-999.0,4.38
2004,10,19,3.451,26.41,28.6,25.07,-999.0,3.87
2004,10,20,4.8821,26.38,28.71,24.89,-999.0,4.99
2004,10,21,5.419,26.93,29.77,25.1,-999.0,3.73
2004,10,22,4.7882,26.77,29.41,24.76,-999.0,4.25
2004,10,23,4.655,27.09,29.62,25.27,-999.0,4.5
2004,10,24,5.591,26.87,29.68,25.05,-999.0,4.24
2004,10,25,4.7551,26.84,29.34,24.92,-999.0,4.99
2004,10,26,5.1154,27.03,29.51,25.28,-999.0,4.51
2004,10,27,4.5014,26.61,28.93,25.03,-999.0,4.88
2004,10,28,4.111,26.03,28.0,24.75,-999.0,4.75
2004,10,29,2.249,25.39,26.71,24.53,-999.0,4.92
2004,10,30,2.1946,25.29,26.4,24.42,-999.0,5.79
2004,10,31,2.3669,25.66,26.94,24.63,-999.0,4.95
2004,11,1,4.8626,26.35,28.31,24.95,-999.0,4.56
2004,11,2,4.6222,26.29,28.58,24.74,-999.0,4.92
2004,11,3,4.3846,26.04,28.69,24.25,-999.0,4.61
2004,11,4,4.5398,25.33,27.74,23.42,-999.0,4.99
2004,11,5,2.0803,24.15,25.15,22.97,-999.0,6.04
2004,11,6,1.638,25.59,26.91,24.58,-999.0,5.88
2004,11,7,2.8946,25.79,27.48,24.42,-999.0,3.81
2004,11,8,3.689,26.14,28.23,24.72,-999.0,3.55
2004,11,9,4.8386,26.4,29.09,24.1,-999.0,3.32
2004,11,10,4.5166,26.37,28.47,24.9,-999.0,3.76
2004,11,11,4.1791,26.28,27.98,25.13,-999.0,3.73
2004,11,12,2.5366,25.93,27.77,24.66,-999.0,3.75
2004,11,13,5.148,26.05,28.7,24.24,-999.0,4.13
2004,11,14,4.6985,25.84,28.42,23.92,-999.0,4.17
2004,11,15,4.813,25.73,28.37,23.69,-999.0,3.51
2004,11,16,4.9649,25.48,28.51,22.85,-999.0,2.67
2004,11,17,4.1878,25.2,27.64,23.29,-999.0,3.32
2004,11,18,5.7878,24.33,27.6,21.85,-999.0,3.63
2004,11,19,5.771,24.17,27.67,21.69,-999.0,3.27
2004,11,20,5.8126,24.02,27.66,20.45,-999.0,3.7
2004,11,21,5.6489,24.29,27.64,21.47,-999.0,4.57
2004,11,22,5.0954,24.23,27.45,21.64,-999.0,4.33
2004,11,23,4.5096,24.34,27.4,22.23,-999.0,4.16
2004,11,24,5.3599,24.14,27.48,21.78,-999.0,4.0
2004,11,25,5.1888,24.89,27.88,22.34,-999.0,4.6
2004,11,26,3.0478,25.62,27.95,24.07,-999.0,5.73
2004,11,27,3.6168,25.41,28.06,23.57,-999.0,5.58
2004,11,28,4.7508,24.69,27.8,21.96,-999.0,5.16
2004,11,29,5.1922,23.74,27.1,20.73,-999.0,4.78
2004,11,30,5.7281,23.5,27.1,20.5,-999.0,4.12
2004,12,1,5.5224,23.29,27.06,19.96,-999.0,3.97
2004,12,2,4.3298,24.08,27.11,21.61,-999.0,5.02
2004,12,3,4.5763,24.11,27.58,21.35,-999.0,5.22
2004,12,4,5.3138,23.22,26.74,20.27,-999.0,5.0
2004,12,5,5.4374,23.14,26.88,20.28,-999.0,4.14
2004,12,6,4.9534,23.23,26.99,19.99,-999.0,3.29
2004,12,7,5.327,23.31,26.92,20.0,-999.0,4.05
2004,12,8,2.9153,24.5,27.67,22.37,-999.0,4.7
2004,12,9,5.1494,24.03,27.48,21.61,-999.0,3.95
2004,12,10,4.3226,23.66,27.08,20.58,-999.0,3.78
2004,12,11,4.3082,24.04,27.17,21.48,-999.0,4.21
2004,12,12,3.6718,24.39,27.61,22.04,-999.0,5.14
2004,12,13,4.2415,24.16,26.55,22.28,-999.0,4.76
2004,12,14,4.2749,24.12,27.15,21.78,-999.0,4.78
2004,12,15,4.751,23.41,26.64,20.89,-999.0,4.08
2004,12,16,5.1043,23.41,27.25,20.28,-999.0,3.86
2004,12,17,4.8571,23.14,26.95,19.59,-999.0,3.55
2004,12,18,5.281,23.04,26.81,19.81,-999.0,3.05
2004,12,19,5.4398,23.01,27.09,19.55,-999.0,1.83
2004,12,20,5.161,22.88,26.7,19.74,-999.0,1.83
2004,12,21,5.2553,23.19,27.17,20.06,-999.0,2.12
2004,12,22,5.4367,23.04,27.03,20.33,-999.0,2.2
2004,12,23,5.4842,23.19,27.26,19.46,-999.0,2.47
2004,12,24,4.5514,24.04,27.58,21.56,-999.0,4.26
2004,12,25,4.8677,23.51,27.11,21.11,-999.0,4.17
2004,12,26,5.3942,23.21,27.47,20.09,-999.0,3.85
2004,12,27,4.8478,23.21,27.1,19.93,-999.0,4.4
2004,12,28,4.3836,23.63,27.25,20.58,-999.0,4.6
2004,12,29,4.0248,23.51,27.0,21.14,-999.0,4.1
2004,12,30,4.7141,22.97,26.63,20.63,-999.0,3.22
2004,12,31,4.9502,22.67,26.69,19.76,-999.0,3.27
2005,1,1,4.657,23.2,26.47,20.89,-999.0,3.1
2005,1,2,4.7686,23.6,27.1,20.9,-999.0,2.93
2005,1,3,4.9116,23.76,27.48,21.43,-999.0,2.99
2005,1,4,4.9097,23.68,27.56,20.72,-999.0,3.69
2005,1,5,5.3438,23.38,27.42,20.25,-999.0,3.63
2005,1,6,5.0626,23.78,27.64,20.9,-999.0,3.85
2005,1,7,5.0261,24.19,28.14,21.46,-999.0,3.69
2005,1,8,4.5238,23.86,28.12,21.17,-999.0,3.63
2005,1,9,3.9902,23.52,27.84,20.68,-999.0,2.97
2005,1,10,5.209,23.18,28.27,19.85,-999.0,2.05
2005,1,11,5.2553,22.94,28.83,18.16,-999.0,2.56
2005,1,12,5.2291,23.35,28.83,19.01,-999.0,2.65
2005,1,13,4.614,23.88,28.21,21.02,-999.0,3.07
2005,1,14,5.1557,23.89,28.3,20.76,-999.0,3.32
2005,1,15,5.183,23.27,27.57,20.79,-999.0,3.0
2005,1,16,5.3419,23.74,28.06,20.91,-999.0,3.09
2005,1,17,5.4418,24.34,28.72,20.93,-999.0,3.04
2005,1,18,4.9788,25.09,29.65,22.16,-999.0,2.63
2005,1,19,4.3716,25.07,29.57,22.23,-999.0,3.11
2005,1,20,5.2332,24.89,29.23,22.06,-999.0,4.15
2005,1,21,4.1786,25.31,29.52,22.14,-999.0,4.5
2005,1,22,3.5074,25.4,29.19,22.59,-999.0,4.22
2005,1,23,4.3375,25.45,29.44,22.76,-999.0,3.5
2005,1,24,4.8622,25.59,30.41,22.38,-999.0,2.9
2005,1,25,5.441,25.83,30.66,22.76,-999.0,2.94
2005,1,26,5.2586,25.59,30.56,22.48,-999.0,2.68
2005,1,27,5.0292,25.25,29.98,21.78,-999.0,3.5
2005,1,28,4.2307,24.89,28.17,22.33,-999.0,3.33
2005,1,29,5.0496,25.24,29.9,21.96,-999.0,3.82
